,current_price.aed,current_price.ars,current_price.aud,current_price.bch,current_price.bdt,current_price.bhd,current_price.bmd,current_price.bnb,current_price.brl,current_price.btc,current_price.cad,current_price.chf,current_price.clp,current_price.cny,current_price.czk,current_price.dkk,current_price.dot,current_price.eos,current_price.eth,current_price.eur,current_price.gbp,current_price.hkd,current_price.huf,current_price.idr,current_price.ils,current_price.inr,current_price.jpy,current_price.krw,current_price.kwd,current_price.lkr,current_price.ltc,current_price.mmk,current_price.mxn,current_price.myr,current_price.ngn,current_price.nok,current_price.nzd,current_price.php,current_price.pkr,current_price.pln,current_price.rub,current_price.sar,current_price.sek,current_price.sgd,current_price.thb,current_price.try,current_price.twd,current_price.uah,current_price.usd,current_price.vef,current_price.vnd,current_price.xag,current_price.xau,current_price.xdr,current_price.xlm,current_price.xrp,current_price.yfi,current_price.zar,current_price.bits,current_price.link,current_price.sats,market_cap.aed,market_cap.ars,market_cap.aud,market_cap.bch,market_cap.bdt,market_cap.bhd,market_cap.bmd,market_cap.bnb,market_cap.brl,market_cap.btc,market_cap.cad,market_cap.chf,market_cap.clp,market_cap.cny,market_cap.czk,market_cap.dkk,market_cap.dot,market_cap.eos,market_cap.eth,market_cap.eur,market_cap.gbp,market_cap.hkd,market_cap.huf,market_cap.idr,market_cap.ils,market_cap.inr,market_cap.jpy,market_cap.krw,market_cap.kwd,market_cap.lkr,market_cap.ltc,market_cap.mmk,market_cap.mxn,market_cap.myr,market_cap.ngn,market_cap.nok,market_cap.nzd,market_cap.php,market_cap.pkr,market_cap.pln,market_cap.rub,market_cap.sar,market_cap.sek,market_cap.sgd,market_cap.thb,market_cap.try,market_cap.twd,market_cap.uah,market_cap.usd,market_cap.vef,market_cap.vnd,market_cap.xag,market_cap.xau,market_cap.xdr,market_cap.xlm,market_cap.xrp,market_cap.yfi,market_cap.zar,market_cap.bits,market_cap.link,market_cap.sats,total_volume.aed,total_volume.ars,total_volume.aud,total_volume.bch,total_volume.bdt,total_volume.bhd,total_volume.bmd,total_volume.bnb,total_volume.brl,total_volume.btc,total_volume.cad,total_volume.chf,total_volume.clp,total_volume.cny,total_volume.czk,total_volume.dkk,total_volume.dot,total_volume.eos,total_volume.eth,total_volume.eur,total_volume.gbp,total_volume.hkd,total_volume.huf,total_volume.idr,total_volume.ils,total_volume.inr,total_volume.jpy,total_volume.krw,total_volume.kwd,total_volume.lkr,total_volume.ltc,total_volume.mmk,total_volume.mxn,total_volume.myr,total_volume.ngn,total_volume.nok,total_volume.nzd,total_volume.php,total_volume.pkr,total_volume.pln,total_volume.rub,total_volume.sar,total_volume.sek,total_volume.sgd,total_volume.thb,total_volume.try,total_volume.twd,total_volume.uah,total_volume.usd,total_volume.vef,total_volume.vnd,total_volume.xag,total_volume.xau,total_volume.xdr,total_volume.xlm,total_volume.xrp,total_volume.yfi,total_volume.zar,total_volume.bits,total_volume.link,total_volume.sats
0,175294.18242324266,4896210.561443713,65969.04038998579,107.9195266801496,4094813.8843623586,17995.482948085417,47725.14804631933,88.99692965330127,268635.3133231222,1.0,61157.96366573243,43773.505788084076,40844772.520399936,303947.1503625939,1050941.1675835825,313597.1752975596,1699.2707350583041,15153.137843273595,12.530897834459134,42181.44257440689,35524.30939857386,372186.95329662325,15581344.60973108,679031020.1456287,148073.47608295182,3565805.578521333,5477367.516128023,56709384.68749418,14446.163687880613,9683396.792462304,325.9366707146272,84865406.28384002,986225.8668327753,199514.98140763797,19619631.444718085,419965.4103333107,70122.1782232726,2419665.0059483876,8515252.540382607,193997.90656833522,3517462.723883846,179304.71751416734,431814.2760142142,64619.61182897614,1599478.4131045707,565528.6868044703,1319791.2440729153,1299746.0614665346,47725.14804631933,4778.719073877957,1090113077.5942354,2073.834265660348,26.415869443637728,34026.26472654798,172600.65503692933,55567.06692376543,1.6527094485178515,751699.7168183575,1000056.4320208322,2322.0712754779333,100005643.20208322,3315449482799.8984,92605119857449.22,1247714087360.2874,2041150105.3230045,77447798822506.33,340359924146.87976,902655839568.4547,1683255087.595498,5080869189762.917,18913631.0,1156719157485.0706,827915936052.1865,772522955729784.5,5748744245459.617,19877113446385.03,5931261256220.357,32139379651.991524,286600857659.8125,237004777.73965907,797804239900.022,671893679494.4579,7039406697666.566,294699802432292.7,12842942152587988,2800607087520.276,67442330929894.016,103596908051431.97,1072580376216315.2,273229409358.17303,183148193759215.6,6164645919.264965,1605112979117631.5,18653112127930.25,3773552737315.926,371078469501394.9,7943070803807.825,1326265003831.2136,45764651066120.62,161054344420609.22,3669204819605.9683,66527992015793.95,3391303263622.1978,8167175877064.998,1222191493496.4897,30251944497925.42,10696200902134.32,24962044587426.05,24582917400281.363,902655839568.4547,90382929215.98941,20617996497891730,39223736055.8558,499620007.20113933,643560215346.2444,3264505099726.772,1050974999548.4044,31258736.65948015,14217371066706.908,18914698334418.6,43918799260.088974,1891469833441860,108496508182.69818,3030458523496.642,40830850354.15199,66795666.84794474,2534442398314.524,11138116712.934769,29538983233.48695,55083722.5336471,166269028824.65134,618974.5110760821,37853084532.35063,27093155421.75422,25280446474146.27,188124922519.1083,650469088089.6451,194097704928.9193,1051745920.2709255,9378876818.836727,7755868.6810856955,26107764480.068317,21987401247.812458,230361237695.50943,9643910936333.38,420279176496890.44,91648535549.71367,2207018218059.55,3390159566724.064,35099682914329.746,8941302529.860321,5993437573376.06,201735107.07758716,52526559181930.94,610414226825.038,123487719407.5922,12143366506275.648,259933215973.2684,43401391753.0965,1497626449937.7869,5270426857034.5,120072983406.81776,2177096911766.069,110978787099.7412,267266947957.5957,39995635603.22517,989980502127.8297,350028089621.85034,816871042338.8484,804464285374.0006,29538983233.48695,2957738391.1690497,674714133739484.1,1283578115.732973,16349827.219735011,21060202103.096565,106829377465.24023,34392657233.92014,1022927.2969926248,465256709317.35974,618974511076.0822,1437221827.0906813,61897451107608.21
2021-12-28 00:00:00,175294.18242324266,4896210.561443713,65969.04038998579,107.9195266801496,4094813.8843623586,17995.482948085417,47725.14804631933,88.99692965330127,268635.3133231222,1.0,61157.96366573243,43773.505788084076,40844772.520399936,303947.1503625939,1050941.1675835825,313597.1752975596,1699.2707350583041,15153.137843273595,12.530897834459134,42181.44257440689,35524.30939857386,372186.95329662325,15581344.60973108,679031020.1456287,148073.47608295182,3565805.578521333,5477367.516128023,56709384.68749418,14446.163687880613,9683396.792462304,325.9366707146272,84865406.28384002,986225.8668327753,199514.98140763797,19619631.444718085,419965.4103333107,70122.1782232726,2419665.0059483876,8515252.540382607,193997.90656833522,3517462.723883846,179304.71751416734,431814.2760142142,64619.61182897614,1599478.4131045707,565528.6868044703,1319791.2440729153,1299746.0614665346,47725.14804631933,4778.719073877957,1090113077.5942354,2073.834265660348,26.415869443637728,34026.26472654798,172600.65503692933,55567.06692376543,1.6527094485178515,751699.7168183575,1000056.4320208322,2322.0712754779333,100005643.20208322,3315449482799.8984,92605119857449.22,1247714087360.2874,2041150105.3230045,77447798822506.33,340359924146.87976,902655839568.4547,1683255087.595498,5080869189762.917,18913631.0,1156719157485.0706,827915936052.1865,772522955729784.5,5748744245459.617,19877113446385.03,5931261256220.357,32139379651.991524,286600857659.8125,237004777.73965907,797804239900.022,671893679494.4579,7039406697666.566,294699802432292.7,12842942152587988,2800607087520.276,67442330929894.016,103596908051431.97,1072580376216315.2,273229409358.17303,183148193759215.6,6164645919.264965,1605112979117631.5,18653112127930.25,3773552737315.926,371078469501394.9,7943070803807.825,1326265003831.2136,45764651066120.62,161054344420609.22,3669204819605.9683,66527992015793.95,3391303263622.1978,8167175877064.998,1222191493496.4897,30251944497925.42,10696200902134.32,24962044587426.05,24582917400281.363,902655839568.4547,90382929215.98941,20617996497891730,39223736055.8558,499620007.20113933,643560215346.2444,3264505099726.772,1050974999548.4044,31258736.65948015,14217371066706.908,18914698334418.6,43918799260.088974,1891469833441860,108496508182.69818,3030458523496.642,40830850354.15199,66795666.84794474,2534442398314.524,11138116712.934769,29538983233.48695,55083722.5336471,166269028824.65134,618974.5110760821,37853084532.35063,27093155421.75422,25280446474146.27,188124922519.1083,650469088089.6451,194097704928.9193,1051745920.2709255,9378876818.836727,7755868.6810856955,26107764480.068317,21987401247.812458,230361237695.50943,9643910936333.38,420279176496890.44,91648535549.71367,2207018218059.55,3390159566724.064,35099682914329.746,8941302529.860321,5993437573376.06,201735107.07758716,52526559181930.94,610414226825.038,123487719407.5922,12143366506275.648,259933215973.2684,43401391753.0965,1497626449937.7869,5270426857034.5,120072983406.81776,2177096911766.069,110978787099.7412,267266947957.5957,39995635603.22517,989980502127.8297,350028089621.85034,816871042338.8484,804464285374.0006,29538983233.48695,2957738391.1690497,674714133739484.1,1283578115.732973,16349827.219735011,21060202103.096565,106829377465.24023,34392657233.92014,1022927.2969926248,465256709317.35974,618974511076.0822,1437221827.0906813,61897451107608.21
