,current_price.aed,current_price.ars,current_price.aud,current_price.bch,current_price.bdt,current_price.bhd,current_price.bmd,current_price.brl,current_price.btc,current_price.cad,current_price.chf,current_price.clp,current_price.cny,current_price.czk,current_price.dkk,current_price.eth,current_price.eur,current_price.gbp,current_price.hkd,current_price.huf,current_price.idr,current_price.ils,current_price.inr,current_price.jpy,current_price.krw,current_price.kwd,current_price.lkr,current_price.ltc,current_price.mmk,current_price.mxn,current_price.myr,current_price.ngn,current_price.nok,current_price.nzd,current_price.php,current_price.pkr,current_price.pln,current_price.rub,current_price.sar,current_price.sek,current_price.sgd,current_price.thb,current_price.try,current_price.twd,current_price.uah,current_price.usd,current_price.vef,current_price.vnd,current_price.xag,current_price.xau,current_price.xdr,current_price.zar,current_price.bits,current_price.link,current_price.sats,market_cap.aed,market_cap.ars,market_cap.aud,market_cap.bch,market_cap.bdt,market_cap.bhd,market_cap.bmd,market_cap.brl,market_cap.btc,market_cap.cad,market_cap.chf,market_cap.clp,market_cap.cny,market_cap.czk,market_cap.dkk,market_cap.eth,market_cap.eur,market_cap.gbp,market_cap.hkd,market_cap.huf,market_cap.idr,market_cap.ils,market_cap.inr,market_cap.jpy,market_cap.krw,market_cap.kwd,market_cap.lkr,market_cap.ltc,market_cap.mmk,market_cap.mxn,market_cap.myr,market_cap.ngn,market_cap.nok,market_cap.nzd,market_cap.php,market_cap.pkr,market_cap.pln,market_cap.rub,market_cap.sar,market_cap.sek,market_cap.sgd,market_cap.thb,market_cap.try,market_cap.twd,market_cap.uah,market_cap.usd,market_cap.vef,market_cap.vnd,market_cap.xag,market_cap.xau,market_cap.xdr,market_cap.zar,market_cap.bits,market_cap.link,market_cap.sats,total_volume.aed,total_volume.ars,total_volume.aud,total_volume.bch,total_volume.bdt,total_volume.bhd,total_volume.bmd,total_volume.brl,total_volume.btc,total_volume.cad,total_volume.chf,total_volume.clp,total_volume.cny,total_volume.czk,total_volume.dkk,total_volume.eth,total_volume.eur,total_volume.gbp,total_volume.hkd,total_volume.huf,total_volume.idr,total_volume.ils,total_volume.inr,total_volume.jpy,total_volume.krw,total_volume.kwd,total_volume.lkr,total_volume.ltc,total_volume.mmk,total_volume.mxn,total_volume.myr,total_volume.ngn,total_volume.nok,total_volume.nzd,total_volume.php,total_volume.pkr,total_volume.pln,total_volume.rub,total_volume.sar,total_volume.sek,total_volume.sgd,total_volume.thb,total_volume.try,total_volume.twd,total_volume.uah,total_volume.usd,total_volume.vef,total_volume.vnd,total_volume.xag,total_volume.xau,total_volume.xdr,total_volume.zar,total_volume.bits,total_volume.link,total_volume.sats
2017-12-28,55345.85644261357,289017.3802722256,19331.0603030418,5.775395548876482,1252947.3001402004,5681.306302043785,15067.8994980567,49912.4170873127,1.0,18933.0266699012,14748.2340102054,9263744.611405259,98447.2514630156,322812.41866144206,93943.139877157,20.449349297785425,12618.2508050596,11212.2801707954,117782.500642118,3912380.1046704217,204280053.106711,52191.436886393894,965422.922689738,1700864.49534064,16130939.8076446,4552.4644753478715,2313061.694867769,59.31331202739016,20373293.154330224,296955.149727801,61254.0250395,5418751.6641107295,124327.1222459031,21249.3395202399,753562.273790961,1667382.492563496,52735.7647557611,867962.241946358,56508.39009258714,124308.664069018,20162.9891701286,492614.8382899677,56917.21234176841,449385.034630042,421161.35208023305,15067.8994980567,155881.18728227107,342136761.9661099,894.371297359617,11.6431166211434,10605.9780307926,186944.159338198,1000000.0,28239.618776849333,100000000.0,928069041554.6533,4846398634737.881,324153599940.788,96844933.95097059,21010093161451.04,95267194934.15431,252666630245.445,836958212688.035,16768537.0,317479158236.225,247306307684.788,155339444274899.6,1650816378705.88,5413091986383.877,1575289016926.28,342905670.3258389,211589605499.922,188013534898.349,1975040219969.88,65604890543229.79,3425477628881850,875174040512.6602,16188729999771.0,28521009222105.8,270492261009261.0,76338168996.0563,38786660613672.87,994597467.3238369,341630320070232.8,4979503415551.17,1027140385273.78,90864537773452.27,2084783949483.9475,356320335970.705,12636136869867.9,27959565019703.188,884301622530.276,14554456968680.5,947563030077.9801,2084474432861.9,338103829929.901,8260430142614.333,954418381089.7996,7535529580440.14,7062259715327.409,252666630245.445,2613899456546.69,5737132952088902,14997298191.5127,195238031.856958,177846735030.533,3134780052796.47,16768537000000.0,473537092325.4928,1676853700000000,19344609492.41652,101018011414.90173,6756636118.26909,2018629.3742350559,437932987104.84644,1985743086.9065456,5266566467.59302,17445501423.9019,349522.272050743,6617514498.46118,5154836259.98303,3237885064276.189,34409507008.504,112830130016.74274,32835219693.4447,7147503.028521228,4410359690.69055,3918941640.1659,41167607232.2512,1367463983310.5276,71400428296504.0,18242069602.125324,337436813428.386,594490022861.901,5638122731881.71,1591187726.8538792,808466578983.7239,20731323.58266807,7120919712457.338,103792438630.03,21409646004.0591,1893974393318.724,43455098244.918465,7427117428.69189,263386798067.141,582787317178.4235,18432324315.7671,303372134859.348,19750940895.090725,43448646700.9957,7047413786.07787,172179857525.01862,19893833376.489456,157070078329.494,147205272679.04575,5266566467.59302,54483946748.86669,119584418394478.78,312602687.910104,4069528.57517381,3707025538.64289,65341147318.503,349522272050.743,9870375716.731203,34952227205074.3
