,current_price.aed,current_price.ars,current_price.aud,current_price.bch,current_price.bdt,current_price.bhd,current_price.bmd,current_price.bnb,current_price.brl,current_price.btc,current_price.cad,current_price.chf,current_price.clp,current_price.cny,current_price.czk,current_price.dkk,current_price.eth,current_price.eur,current_price.gbp,current_price.hkd,current_price.huf,current_price.idr,current_price.ils,current_price.inr,current_price.jpy,current_price.krw,current_price.kwd,current_price.lkr,current_price.ltc,current_price.mmk,current_price.mxn,current_price.myr,current_price.ngn,current_price.nok,current_price.nzd,current_price.php,current_price.pkr,current_price.pln,current_price.rub,current_price.sar,current_price.sek,current_price.sgd,current_price.thb,current_price.try,current_price.twd,current_price.uah,current_price.usd,current_price.vef,current_price.vnd,current_price.xag,current_price.xau,current_price.xdr,current_price.zar,current_price.bits,current_price.link,current_price.sats,market_cap.aed,market_cap.ars,market_cap.aud,market_cap.bch,market_cap.bdt,market_cap.bhd,market_cap.bmd,market_cap.bnb,market_cap.brl,market_cap.btc,market_cap.cad,market_cap.chf,market_cap.clp,market_cap.cny,market_cap.czk,market_cap.dkk,market_cap.eth,market_cap.eur,market_cap.gbp,market_cap.hkd,market_cap.huf,market_cap.idr,market_cap.ils,market_cap.inr,market_cap.jpy,market_cap.krw,market_cap.kwd,market_cap.lkr,market_cap.ltc,market_cap.mmk,market_cap.mxn,market_cap.myr,market_cap.ngn,market_cap.nok,market_cap.nzd,market_cap.php,market_cap.pkr,market_cap.pln,market_cap.rub,market_cap.sar,market_cap.sek,market_cap.sgd,market_cap.thb,market_cap.try,market_cap.twd,market_cap.uah,market_cap.usd,market_cap.vef,market_cap.vnd,market_cap.xag,market_cap.xau,market_cap.xdr,market_cap.zar,market_cap.bits,market_cap.link,market_cap.sats,total_volume.aed,total_volume.ars,total_volume.aud,total_volume.bch,total_volume.bdt,total_volume.bhd,total_volume.bmd,total_volume.bnb,total_volume.brl,total_volume.btc,total_volume.cad,total_volume.chf,total_volume.clp,total_volume.cny,total_volume.czk,total_volume.dkk,total_volume.eth,total_volume.eur,total_volume.gbp,total_volume.hkd,total_volume.huf,total_volume.idr,total_volume.ils,total_volume.inr,total_volume.jpy,total_volume.krw,total_volume.kwd,total_volume.lkr,total_volume.ltc,total_volume.mmk,total_volume.mxn,total_volume.myr,total_volume.ngn,total_volume.nok,total_volume.nzd,total_volume.php,total_volume.pkr,total_volume.pln,total_volume.rub,total_volume.sar,total_volume.sek,total_volume.sgd,total_volume.thb,total_volume.try,total_volume.twd,total_volume.uah,total_volume.usd,total_volume.vef,total_volume.vnd,total_volume.xag,total_volume.xau,total_volume.xdr,total_volume.zar,total_volume.bits,total_volume.link,total_volume.sats
2017-11-30,38219.84627171554,180047.85999597644,13760.1020270882,7.324416396200809,859308.0382472471,3926.3066591019474,10406.18772373,5194.646929481651,34056.226501574,1.0,13419.2993791361,10236.7125504614,6735467.129124953,68819.2412733438,223231.9781212974,65085.2305571886,22.9129937338658,8744.31954425034,7688.96561006054,81274.9276692624,2737675.475640474,140713509.863963,36357.08663822925,671327.104289588,1171869.66289994,11323493.1715768,3144.177589786401,1590685.3703824587,114.96477801678927,14049384.544958482,194057.710528435,42555.8861662517,3729500.3830224196,86581.9793464873,15241.2459443699,523014.994994671,1096031.7220018622,36759.3378246901,608614.21397253,39028.40705784936,87237.0800822595,14037.5205856151,339866.09105702175,40770.43410136494,312185.631711901,281042.74233783694,10406.18772373,108822.18781152029,236450454.34223685,632.461345945861,8.15969991793119,7352.02365775388,142779.399436903,1000000.0,58948.21307310417,100000000.0,638711419607.9312,3008871972897.088,229952110146.909,122402072.49810658,14360336592865.365,65614520849.26227,173903131019.367,86810404497.79576,569131037855.772,16711512.0,224256782606.025,171070944627.586,112559839753977.48,1150073576370.38,3730543881157.808,1087672611479.22,382910769.73942316,146130800995.574,128494241060.114,1358226929044.01,45750696563271.6,2351535508653736,607581889639.8093,11218890959260.7,19583713933988.3,189232692018724.0,52543961521.84664,26582757655370.97,1921235267.40491,234786458415688.78,3242997758188.47,711173202337.949,62325590404883.914,1446915786832.5781,254704264494.289,8740371365033.38,18316347274614.832,614304115169.363,10170863740172.5,652223692888.136,1457863510639.64,234588193716.754,5679676259092.525,681335598730.171,5217093930581.01,4696649161091.682,173903131019.367,1818583297478.4795,3951444605145753,10569385372.3104,136360923.094906,122863431580.838,2386059647042.6,16711512000000.0,985113770149.7372,1671151200000000,27340194038.60428,128795479540.3864,9843154698.66219,5239449.789201789,614697619074.3737,2808645151.3111486,7443964832.98962,3715939985.8489637,24361789269.2768,715340.240885199,9599364850.38182,7322732421.7196,4818150678622.585,49229172630.0104,159686817002.5684,46558084504.848,16390586.456984619,6255163649.16119,5500226511.65872,58139226336.8573,1958369434210.1587,100658036041889.0,26007687113.67497,480227292495.277,838285526944.9,8100150333017.65,2249156754.463649,1137881256021.9502,82238931.99984348,10050090124679.395,138817289395.041,30441937861.2496,2667861702372.7,61935573962.03356,10902676545.2361,374133672506.059,784035596034.6317,26295433574.2942,435366238429.266,27918590106.12757,62404193880.1649,10041603357.1448,243119891445.44098,29164732151.064533,223318944989.689,201041183002.98526,7443964832.98962,77844890042.7473,169142524966590.5,452425051.559489,5836961.70484384,5259198374.33134,102135849986.638,715340240885.1991,42168028939.46638,71534024088519.9
